#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-16.4952722, -70.1980896, -8.9767410, -0.1599786,  0.0396748, -0.9862329, -0.0133176)    0    0   5.00000000  0 0.200   0.00000000
(-21.1000513, -62.6743756, -10.4627691,  0.3669798, -0.1183874,  0.5608077,  0.7326698)    0    0   5.00000000  0 0.200   0.00000000
(-7.8194872, -62.8343701, -3.4835234,  0.4514993,  0.0669752, -0.7835580, -0.4215444)    0    0   5.00000000  0 0.200   0.00000000
(-19.7586865, -65.0759647, -3.8518125, -0.0834659,  0.6453686,  0.6802808, -0.3372697)    0    0   5.00000000  0 0.200   0.00000000
(-19.9910851, -71.1132474, -11.6291158,  0.1521696, -0.4611238, -0.5950089,  0.6404480)    0    0   5.00000000  0 0.200   0.00000000
(-24.2406321, -67.2719620, -3.8128800,  0.9842442,  0.0534186, -0.1683105,  0.0090205)    0    0   5.00000000  0 0.200   0.00000000
(-15.4880910, -58.5311356, -3.9879703, -0.0627096,  0.9218172, -0.3057923,  0.2298079)    0    0   5.00000000  0 0.200   0.00000000
(-13.3805279, -64.3521664, -9.5823698, -0.5441904,  0.7814531,  0.2318305,  0.1986013)    0    0   5.00000000  0 0.200   0.00000000
(-13.7690482, -69.1418247, -0.6611581,  0.5371241, -0.6956652,  0.4613516,  0.1212529)    0    0   5.00000000  0 0.200   0.00000000
(-15.4357591, -69.0780306, -13.2622890,  0.2383072, -0.8422466, -0.2374350, -0.4212539)    0    0   5.00000000  0 0.200   0.00000000
